iter	MultiClass
432	0.4716808757
433	0.4714471401
434	0.4711742966
435	0.470846459
436	0.4706003095
437	0.4703997787
438	0.4701650881
439	0.4698301755
440	0.4696821647
441	0.4693144813
442	0.4689900294
443	0.4687578129
444	0.4685432622
445	0.4682712868
446	0.4681817858
447	0.467912762
448	0.4677358434
449	0.467553152
450	0.4674611335
451	0.4671860329
452	0.4670920178
453	0.4667372692
454	0.466685053
455	0.4663851248
456	0.4661127154
457	0.4658884854
458	0.465677928
459	0.4654501388
460	0.4652488267
461	0.4651316333
462	0.4648919078
463	0.4648070511
464	0.4645599902
465	0.4643616729
466	0.4642344964
467	0.464155239
468	0.4639610019
469	0.463681257
470	0.4632916108
471	0.4630011883
472	0.4627638066
473	0.4624770735
474	0.4621852186
475	0.4619078176
476	0.4615923939
477	0.4613699869
478	0.4611006592
479	0.4609469189
480	0.4608753875
481	0.4607132266
482	0.460510786
483	0.4602632041
484	0.4599584146
485	0.4597147826
486	0.4595198076
487	0.4594412446
488	0.4592029515
489	0.4589789819
490	0.4587981135
491	0.4585233168
492	0.458425482
493	0.4583423182
494	0.4581103621
495	0.4579402581
496	0.4576342098
497	0.457399172
498	0.4571970786
499	0.4570261933
500	0.456774271
501	0.4564736917
502	0.4563819771
503	0.45612515
504	0.4560395989
505	0.4557802977
506	0.4555994293
507	0.4553643915
508	0.4551608657
509	0.454881034
510	0.4547802911
511	0.4544862226
512	0.4542368611
513	0.4541281752
514	0.4538871041
515	0.4536504169
516	0.4534521865
517	0.4532906767
518	0.4531220485
519	0.4530729575
520	0.4528358362
521	0.4527696871
522	0.4525321318
523	0.452451008
524	0.4521769925
525	0.4519286294
526	0.4517423788
527	0.4516323906
528	0.4515549128
529	0.4513289033
530	0.451033576
531	0.4507994931
532	0.4506573853
533	0.4503828924
534	0.4502313223
535	0.4500084379
536	0.4497803015
537	0.4495875835
538	0.4493527194
539	0.4491534907
540	0.4490097769
541	0.4489499649
542	0.4487448765
543	0.448532062
544	0.4482945501
545	0.4480165849
546	0.4478807274
547	0.4477157018
548	0.4475906955
549	0.4473973265
550	0.4471946688
551	0.4470463975
552	0.4470033832
553	0.4468110558
554	0.4465522755
555	0.4463804787
556	0.4462406714
557	0.4460597596
558	0.4458735524
559	0.4458047555
560	0.4456076971
561	0.4454570385
562	0.4453176652
563	0.4451242093
564	0.4450076236
565	0.4448534059
566	0.4447258387
567	0.4446091662
568	0.4444133231
569	0.4443387968
570	0.4441797177
571	0.4440550587
572	0.4438711953
573	0.4437205367
574	0.443508547
575	0.4434579802
576	0.4433655711
577	0.4431432509
578	0.4430692021
579	0.4430082615
580	0.4429196286
581	0.4427758714
582	0.4427088542
583	0.4425078025
584	0.4423241561
585	0.442145458
586	0.441971925
587	0.4419211846
588	0.441780596
589	0.4415588401
590	0.4413984588
591	0.4412103418
592	0.4411005272
593	0.4409012985
594	0.4408006425
595	0.4406363981
596	0.4405416017
597	0.4404877796
598	0.4403395083
599	0.4402240511
600	0.4400358473
601	0.4398778099
602	0.4397274985
603	0.439617467
604	0.4394716264
605	0.4393062535
606	0.4392513028
607	0.4391142734
608	0.4389356187
609	0.4387996744
610	0.4385882489
611	0.4384059915
612	0.4382272065
613	0.4380843174
614	0.4380455568
615	0.4379361329
616	0.4378102586
617	0.4377056092
618	0.4376105524
619	0.4375176224
620	0.437310711
621	0.4371315354
622	0.4369257525
623	0.4367864661
624	0.4366391497
625	0.4365738686
626	0.4364958265
627	0.4364469092
628	0.4362779771
629	0.436161131
630	0.4360306991
631	0.4359612512
632	0.4358714464
633	0.4357288611
634	0.4355969101
635	0.4354061887
636	0.4353624365
637	0.4351667236
638	0.4349863761
639	0.4348284254
640	0.4346530695
641	0.4346046295
642	0.4344469394
643	0.4343146845
644	0.4342720174
645	0.4341193622
646	0.4339758221
647	0.4338638373
648	0.4337113991
649	0.433529923
650	0.4333828671
651	0.4332671495
652	0.433052078
653	0.4329526372
654	0.4328102256
655	0.4326901675
656	0.4325566973
657	0.4324262654
658	0.4322459613
659	0.4320887485
660	0.4319552349
661	0.4318320951
662	0.4317235827
663	0.4316247062
664	0.4315463169
665	0.4314197481
666	0.4312821978
667	0.4311843196
668	0.4310451634
669	0.4309738056
670	0.4309008419
671	0.4308470198
672	0.4307543068
673	0.4306581649
674	0.4304910992
675	0.4304239952
676	0.4303577158
677	0.4302620079
678	0.4301799291
679	0.4300021859
680	0.4299043945
681	0.4297557326
682	0.4296288165
683	0.4294888356
684	0.4293472052
685	0.4292887387
686	0.4291921627
687	0.4291282706
688	0.4290814801
689	0.4289560398
690	0.4289214461
691	0.4288258684
692	0.4286761213
693	0.4285635289
694	0.4284271939
695	0.4282966753
696	0.4281596892
697	0.4280698844
698	0.4280287799
699	0.4278969591
700	0.4277631416
701	0.4276387865
702	0.4276014582
703	0.4274787958
704	0.4273201507
705	0.4272432372
706	0.4271359401
707	0.4269783368
708	0.4267950811
709	0.4266654305
710	0.4265379068
711	0.4263971879
712	0.4263513957
713	0.4262162761
714	0.4261159239
715	0.4260047638
716	0.4258363526
717	0.4257526244
718	0.4256170274
719	0.4254526962
720	0.4253375863
721	0.4252348468
722	0.4251116636
723	0.425018777
724	0.4249500669
725	0.4248106937
726	0.4247066086
727	0.4246380722
728	0.4244934469
729	0.4243795523
730	0.4242599717
731	0.4242174348
732	0.4241829713
733	0.4241024551
734	0.4239836124
735	0.4238492307
736	0.4238042631
737	0.4237183213
738	0.4236146269
739	0.4234888394
740	0.4233988175
741	0.4233233797
742	0.4232006305
743	0.423090599
744	0.4230599551
745	0.422971192
746	0.422795836
747	0.4226900147
748	0.4226097156
749	0.422494649
750	0.4224597081
751	0.4223136504
752	0.422244897
753	0.4221001415
754	0.4220526565
755	0.4219669751
756	0.4218303363
757	0.4217875824
758	0.4217224316
759	0.4216401358
760	0.4215294098
761	0.4214843121
762	0.4214395616
763	0.4212815241
764	0.4212237088
765	0.4210839882
766	0.4210446199
767	0.4210090279
768	0.4208698716
769	0.4208248607
770	0.4207083184
771	0.4205875224
772	0.4204728032
773	0.4204143801
774	0.4203661572
775	0.4202884189
776	0.4201622408
777	0.4201075505
778	0.4200292914
779	0.4199446517
780	0.4198447336
781	0.419755493
782	0.4196657316
783	0.4195550489
784	0.4194526133
785	0.4194206672
786	0.4193262615
787	0.419228991
788	0.4191622776
789	0.4190989063
790	0.419028981
791	0.4189613561
792	0.4188320093
793	0.4186843023
794	0.4185443213
795	0.4184936243
796	0.4184323365
797	0.4183867614
798	0.4183067226
799	0.4181888782
800	0.4180901753
801	0.418015649
802	0.4179268859
803	0.417776835
804	0.4177490559
805	0.4176463163
806	0.4175308158
807	0.4174815078
808	0.4173282015
809	0.4172846663
810	0.4172573646
811	0.4171548855
812	0.4170874342
813	0.416926098
814	0.4168513113
815	0.4167665849
816	0.4166311614
817	0.4165911855
818	0.4165375804
819	0.4164416554
820	0.4163364852
821	0.4161943774
822	0.4160940686
823	0.4160075625
824	0.4158572078
825	0.4157232601
826	0.4156120132
827	0.4154672143
828	0.4154294954
829	0.4153823577
830	0.4152868668
831	0.4151960202
832	0.4151028732
833	0.4150021303
834	0.4149290798
835	0.4148058097
836	0.4147070635
837	0.4145950787
838	0.4144585267
839	0.4143920304
840	0.4142523098
841	0.4141263487
842	0.4140211351
843	0.4139542481
844	0.4138162203
845	0.4137106161
846	0.4136664733
847	0.4136182504
848	0.4134894245
849	0.4134530077
850	0.4133508325
851	0.4133230099
852	0.4132070753
853	0.4131376708
854	0.4131088065
855	0.4130148348
856	0.412918172
857	0.4128432984
858	0.4127840073
859	0.412713561
860	0.4126843495
861	0.4126041372
862	0.4125595169
863	0.4124299965
864	0.41237956
865	0.4123042524
866	0.412164011
867	0.412041609
868	0.4119542783
869	0.4118841359
870	0.4117965447
871	0.4117511431
872	0.4116706703
873	0.4115805617
874	0.4115559511
875	0.4114852878
876	0.4113990422
877	0.4112914847
878	0.411229242
879	0.4111836234
880	0.4110822729
881	0.4109943344
882	0.4108826101
883	0.4107725786
884	0.4106844665
885	0.4106220502
886	0.4105032075
887	0.4104531181
888	0.4104111022
889	0.410339701
890	0.410281278
891	0.4101597875
892	0.4100928571
893	0.4100026616
894	0.4098832112
895	0.4098576457
896	0.4097852896
897	0.4096947035
898	0.4096270352
899	0.409569784
900	0.4094906568
901	0.4094637458
902	0.4093763716
903	0.4093480716
904	0.4092318765
905	0.4092079604
906	0.4091114712
907	0.4090845601
908	0.4090589078
909	0.4089566457
910	0.4088899323
911	0.4088290786
912	0.4087498646
913	0.4086400935
914	0.4085703851
915	0.4084733751
916	0.4084512819
917	0.4083893865
918	0.4083038353
919	0.4081865552
920	0.4081198418
921	0.4080598127
922	0.4080062944
923	0.4079564221
924	0.4078644904
925	0.4078103645
926	0.4077396578
927	0.4076294961
928	0.4075695972
929	0.4074874317
930	0.4074147718
931	0.4073004866
932	0.4072373758
933	0.4071392806
934	0.4070818992
935	0.4069982145
936	0.4068747274
937	0.4067933865
938	0.406754843
939	0.4067292774
940	0.4066372589
941	0.4065559615
942	0.4064764436
943	0.406425356
944	0.4063842515
945	0.4063568196
946	0.4062741332
947	0.406246571
948	0.4061273376
949	0.4060684371
950	0.4059555408
951	0.4058561869
952	0.4057916437
953	0.40570249
954	0.40564793
955	0.4056105149
956	0.4055031745
957	0.4054161475
958	0.4053209605
959	0.4052104515
960	0.4051517246
961	0.4050610951
962	0.4049553606
963	0.4049004534
964	0.4048151192
965	0.4047371205
966	0.4046153263
967	0.404497395
968	0.4044582003
969	0.4043906188
970	0.4043399219
971	0.4042459935
972	0.4042056704
973	0.4041823619
974	0.4040896923
975	0.4040175099
976	0.4039307868
977	0.4038510953
978	0.4037914135
979	0.4036977022
980	0.4036062914
981	0.4035223463
982	0.4034077572
983	0.4032949043
984	0.4032433827
985	0.4031522757
986	0.4030556563
987	0.4029774839
988	0.4029131144
989	0.4028486581
990	0.4027905388
991	0.4027246067
992	0.4026881466
993	0.402579721
994	0.4025127906
995	0.4024631353
996	0.4023762386
997	0.4023282327
998	0.4022602172
999	0.4022373428
1000	0.4022034435
1001	0.4021425898
1002	0.4020857293
1003	0.4020208823
1004	0.4019880682
1005	0.4019156687
1006	0.4018692254
1007	0.4018317669
1008	0.4017742988
1009	0.4017493843
1010	0.4016459069
1011	0.4015564059
1012	0.4014984603
1013	0.4014383011
1014	0.4014183782
1015	0.4013750601
1016	0.4012822169
1017	0.4012051731
1018	0.4011441457
1019	0.4011107239
1020	0.4010663207
1021	0.4010111096
1022	0.4009324598
1023	0.4008898362
1024	0.4007938678
1025	0.4007627031
1026	0.4006853554
1027	0.4006358304
1028	0.4005577883
1029	0.4004632089
1030	0.4004327821
1031	0.4003655478
1032	0.4003386801
1033	0.4003055622
1034	0.4001991766
1035	0.4001209175
1036	0.400063623
1037	0.3999719517
1038	0.3998843605
1039	0.3998493761
1040	0.3997708566
1041	0.399749675
1042	0.3997261929
1043	0.3996822671
1044	0.3996211095
1045	0.3995582592
1046	0.3994678467
1047	0.399379344
1048	0.3993411042
1049	0.3992633225
1050	0.3991662691
1051	0.399102377
1052	0.3990593193
1053	0.3990318005
1054	0.3989544529
1055	0.3988471559
1056	0.398798499
1057	0.3987596081
1058	0.3986834758
1059	0.3986273098
1060	0.3985959281
1061	0.398521532
1062	0.3984174903
1063	0.3983594145
1064	0.3982763808
1065	0.3982170897
1066	0.3981783291
1067	0.3981331011
1068	0.398102327
1069	0.3980416903
1070	0.3980119579
1071	0.3979770603
1072	0.3979575281
1073	0.3978754059
1074	0.3978379909
1075	0.3978095172
1076	0.3977023938
1077	0.3976721406
1078	0.3975877613
1079	0.3975629771
1080	0.3974751689
1081	0.3974516434
1082	0.3974085423
1083	0.3973874909
1084	0.3973476886
1085	0.3973112284
1086	0.3972840135
1087	0.3971955542
1088	0.3971300128
1089	0.3971094822
1090	0.3970655998
1091	0.3969938948
1092	0.3969227975
1093	0.3968662409
1094	0.396753388
1095	0.3966916228
1096	0.3966498672
1097	0.3966218276
1098	0.3965555483
1099	0.3965351045
1100	0.3964377472
1101	0.3963720321
1102	0.3963471611
1103	0.3963032787
1104	0.3962264519
1105	0.3961550942
1106	0.3961069581
1107	0.3960838233
1108	0.3960168495
1109	0.3959145874
1110	0.3958507387
1111	0.3958299043
1112	0.3957732175
1113	0.3957346739
1114	0.395683022
1115	0.3956176107
1116	0.3955326239
1117	0.3954652594
1118	0.395420205
1119	0.3953070483
1120	0.3952781406
1121	0.3952453699
1122	0.395225013
1123	0.3951842123
1124	0.3950839903
1125	0.3950173637
1126	0.3949773444
1127	0.394946223
1128	0.3949080267
1129	0.3948231266
1130	0.3947560225
1131	0.3946762008
1132	0.3945766733
1133	0.3944869118
1134	0.3944329161
1135	0.3944085659
1136	0.39435852
1137	0.3943180666
1138	0.3942431063
1139	0.3941846832
1140	0.394128604
1141	0.3940644515
1142	0.394014232
1143	0.3939474752
1144	0.3939188713
1145	0.3938526353
1146	0.3937642195
1147	0.393709182
1148	0.3936373034
1149	0.3935686368
1150	0.3935314387
1151	0.3934427624
1152	0.3934147662
1153	0.3933871173
1154	0.3933561261
1155	0.3932856365
1156	0.3932649323
1157	0.3932087663
1158	0.3931878452
1159	0.39315846
1160	0.3931101069
1161	0.3930712161
1162	0.3930441748
1163	0.3930246426
1164	0.3930076712
1165	0.3929958651
1166	0.3929258095
1167	0.3928277577
1168	0.3928080953
1169	0.3927603064
1170	0.3927294455
1171	0.3926871691
1172	0.392632392
1173	0.3925918518
1174	0.3924993559
1175	0.3924668022
1176	0.392439457
1177	0.3923853311
1178	0.3923297293
1179	0.3923098499
1180	0.3922722612
1181	0.3922069367
1182	0.3921273321
1183	0.39205337
1184	0.3919863962
1185	0.3919100035
1186	0.391872545
1187	0.3918482817
1188	0.3917914646
1189	0.3917224507
1190	0.3916900706
1191	0.3916615536
1192	0.3916229666
1193	0.3916048667
1194	0.3915531714
1195	0.3915139333
1196	0.3914924913
1197	0.3914479578
1198	0.3914217846
1199	0.3913567206
1200	0.3912440848
1201	0.3912097949
1202	0.3911483769
1203	0.391124591
1204	0.3910611329
1205	0.3910119985
1206	0.3909964595
1207	0.3909362135
1208	0.3908516172
1209	0.3908218848
1210	0.3907931508
1211	0.3907764399
1212	0.3907415423
1213	0.3906769991
1214	0.3905955714
1215	0.3905397527
1216	0.3904846284
1217	0.3904425256
1218	0.390398513
1219	0.3903679125
1220	0.3903343605
1221	0.3902379581
1222	0.390214693
1223	0.3901558793
1224	0.390137085
1225	0.390096675
1226	0.390034085
1227	0.3900154643
1228	0.3899558259
1229	0.3899145912
1230	0.3898446224
1231	0.3898021724
1232	0.3897614152
1233	0.3896963945
1234	0.3896582416
1235	0.3896141422
1236	0.3895741228
1237	0.3895218632
1238	0.3894645687
1239	0.3894488561
1240	0.3893959455
1241	0.3893112624
1242	0.3892860442
1243	0.389219678
1244	0.389181308
1245	0.389118284
1246	0.3890990556
1247	0.3890743148
1248	0.3890126364
1249	0.3889927569
1250	0.3889753081
1251	0.3889379365
1252	0.3888806419
1253	0.3888273407
1254	0.3888053344
1255	0.3887542901
1256	0.3887279433
1257	0.3886611865
1258	0.3886318014
1259	0.3885578394
1260	0.3885314057
1261	0.3885035398
1262	0.3884258883
1263	0.3883964598
1264	0.3883183743
1265	0.3882570865
1266	0.3882199752
1267	0.3881719694
1268	0.3881201873
1269	0.3880595505
1270	0.3880467027
1271	0.3879658393
1272	0.3879258199
1273	0.3878641415
1274	0.3877765503
1275	0.3877003312
1276	0.3876825352
1277	0.3876260653
1278	0.387535132
1279	0.387512301
1280	0.3874589129
1281	0.3874128602
1282	0.3873646373
1283	0.3873061275
1284	0.3872795636
1285	0.387219795
1286	0.3871582468
1287	0.3871045549
1288	0.3870727825
1289	0.3870061125
1290	0.3869764235
1291	0.3869413523
1292	0.38691774
1293	0.3868964282
1294	0.3868513738
1295	0.3867951644
1296	0.3867462036
1297	0.3866769293
1298	0.3866491502
1299	0.3865522269
1300	0.3865368616
1301	0.3864796972
1302	0.3864420218
1303	0.3864239219
1304	0.3863490918
1305	0.3863000008
1306	0.3862574639
1307	0.3861900994
1308	0.3861625373
1309	0.3861170923
1310	0.386054459
1311	0.3860372706
1312	0.3860123996
1313	0.3859400869
1314	0.38588939
1315	0.3858323559
1316	0.3858001494
1317	0.3857141642
1318	0.3856757508
1319	0.3856476244
1320	0.3856056084
1321	0.3855516995
1322	0.3855195364
1323	0.3854836839
1324	0.3854618512
1325	0.3854206599
1326	0.3853764737
1327	0.3853595024
1328	0.3853087186
1329	0.3852890561
1330	0.3852328033
1331	0.3851519833
1332	0.3851104882
1333	0.3850925185
1334	0.3850432973
1335	0.3849929476
1336	0.3849206783
1337	0.3848858242
1338	0.3848326531
1339	0.3847954551
1340	0.3847556961
1341	0.3846757008
1342	0.3846533907
1343	0.3846318618
1344	0.3845730047
1345	0.3845542972
1346	0.3845371956
1347	0.3844765589
1348	0.3844476512
1349	0.3843904435
1350	0.3843514224
1351	0.3843028523
1352	0.3842747693
1353	0.3842107904
1354	0.3841631318
1355	0.3841294061
1356	0.3840954635
1357	0.3840771466
1358	0.3840538815
1359	0.3839944167
1360	0.3839819595
1361	0.3839439802
1362	0.3839013131
1363	0.3838734037
1364	0.3838265264
1365	0.3837940595
1366	0.383756601
1367	0.3836936638
1368	0.3836552071
1369	0.3836326799
1370	0.3836200925
1371	0.3835899694
1372	0.3835456096
1373	0.3835134465
1374	0.383473514
1375	0.3834561954
1376	0.3834388334
1377	0.3833811482
1378	0.3833202511
1379	0.3832612204
1380	0.3831810948
1381	0.383159566
1382	0.3831253629
1383	0.3830591269
1384	0.3830454978
1385	0.3829668046
1386	0.3829154131
1387	0.3828480052
1388	0.382785806
1389	0.3827368452
1390	0.382693527
1391	0.3826166135
1392	0.3825860998
1393	0.3825259839
1394	0.3825083181
1395	0.3824717712
1396	0.3824388702
1397	0.3824251108
1398	0.3823968542
1399	0.3823582672
1400	0.3822922049
1401	0.3822288771
1402	0.3822053082
1403	0.3821523107
1404	0.3820840348
1405	0.3820416715
1406	0.3819981798
1407	0.3819798629
1408	0.3819072898
1409	0.3818805958
1410	0.3818270341
1411	0.3817977357
1412	0.3817484277
1413	0.3817293729
1414	0.3816521555
1415	0.381601719
1416	0.3815479402
1417	0.3815146486
1418	0.3814849597
1419	0.3814222395
1420	0.3813842602
1421	0.3813606913
1422	0.3812964086
1423	0.381257648
1424	0.3811941465
1425	0.3811540403
1426	0.3811153665
1427	0.3810624559
1428	0.3810244766
1429	0.3809864104
1430	0.3809423978
1431	0.380889357
1432	0.3808419588
1433	0.3808130945
1434	0.3807564076
1435	0.3807380907
1436	0.3806891733
1437	0.3806607865
1438	0.3806428169
1439	0.3806279724
1440	0.3806129543
1441	0.3805721536
1442	0.3805587849
1443	0.3805374296
1444	0.3805089126
1445	0.3804900749
1446	0.3804252713
1447	0.380391372
1448	0.3803585579
1449	0.3803298672
1450	0.3803115937
1451	0.3802864622
1452	0.380247528
1453	0.3801955289
1454	0.3801819431
1455	0.3801667514
1456	0.3801264716
1457	0.3800879714
1458	0.3800560688
1459	0.3800305033
1460	0.3799668716
1461	0.3799301944
1462	0.3798807128
1463	0.3798339223
1464	0.3798047975
1465	0.3797330057
1466	0.3796863888
1467	0.3796264466
1468	0.3795940665
1469	0.3795269191
1470	0.3794872035
1471	0.3794694943
1472	0.3794365065
1473	0.3793990915
1474	0.3793875458
1475	0.3793558167
1476	0.3793100245
1477	0.3792516015
1478	0.3792358021
1479	0.3791927444
1480	0.3791591489
1481	0.3791423078
1482	0.3790930432
1483	0.3790588835
1484	0.3790268941
1485	0.3789790618
1486	0.3789548418
1487	0.3788841352
1488	0.3788187239
1489	0.3787953721
1490	0.3787698065
1491	0.3787018778
1492	0.3786758782
1493	0.3786629002
1494	0.3786417619
1495	0.3785710119
1496	0.3785518269
1497	0.3785170595
1498	0.3784929264
1499	0.3784759985
1500	0.3784569437
1501	0.3784144502
1502	0.3783890149
1503	0.3783364949
1504	0.3782803724
1505	0.37826683
1506	0.3782227306
1507	0.3781740302
1508	0.3781276303
1509	0.3780996341
1510	0.3780803624
1511	0.378014083
1512	0.3779797497
1513	0.3779224552
1514	0.3778657683
1515	0.377835081
